ID;Medicamento;Dosis;Presentación;Marca;Farmacía;Precio;Dirección;Comuna;Región
18265;CEUMID;1000 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Ahumada;37290;1 Sur 7;Talca;Maule
18266;CLARITROMICINA;500 mg;14 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;5190;1 Sur 7;Talca;Maule
18267;MOXAVAL;400 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Ahumada;37990;1 Sur 7;Talca;Maule
18268;MOXAVAL;400 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Ahumada;47990;1 Sur 7;Talca;Maule
18269;CLENTEL;75 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Ahumada;25490;1 Sur 7;Talca;Maule
18270;ACEBRON;4 mg;20 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Ahumada;19890;1 Sur 7;Talca;Maule
18271;LEVOFLOXACINO;500 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;5290;1 Sur 7;Talca;Maule
18272;ISDIBEN 20;20 mg;30 CÁPSULAS BLANDAS;ISDIN CHILE LTDA.;Ahumada;53690;1 Sur 7;Talca;Maule
18273;SULIX; 0,4 mg;30 CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;SYNTHON CHILE LTDA.;Ahumada;11990;1 Sur 7;Talca;Maule
18274;SULIX; 0,4 mg;60 CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;SYNTHON CHILE LTDA.;Ahumada;23990;1 Sur 7;Talca;Maule
18275;NEURYL; 2 mg;30 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Ahumada;11190;1 Sur 7;Talca;Maule
18276;LIFTER;50 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Ahumada;26290;1 Sur 7;Talca;Maule
18277;BETAPLEX;12,5 mg;30 COMPRIMIDOS;LABORATORIOS LAFI LTDA.;Ahumada;15990;1 Sur 7;Talca;Maule
18278;GLIFORTEX;850 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;9090;1 Sur 7;Talca;Maule
18279;GLIFORTEX;850 mg;60 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;14590;1 Sur 7;Talca;Maule
18280;AMPINO;10 mg;30 COMPRIMIDOS;LABORATORIOS SAVAL S.A.;Ahumada;12590;1 Sur 7;Talca;Maule
18281;IBUPIRAC LC;400 mg;20 CÁPSULAS BLANDAS;CHEMOPHARMA S.A.;Ahumada;4290;1 Sur 7;Talca;Maule
18282;AMOXICILINA / ÁCIDO CLAVULANICO 875/125;875/125;14 COMPRIMIDOS RECUBIERTOS;ASCEND LABORATORIES S.p.A.;Ahumada;12590;1 Sur 7;Talca;Maule
18283;LUCASTE; 5 mg;30 COMPRIMIDOS MASTICABLES;EUROFARMA CHILE S.A.;Ahumada;16490;1 Sur 7;Talca;Maule
18284;OLEXAR;10 mg;30 COMPRIMIDOS RECUBIERTOS;INDOPHARMA S.A.;Ahumada;22990;1 Sur 7;Talca;Maule
18285;CERCIORA T;0,75 mg;2 COMPRIMIDOS;EXELTIS CHILE S.p.A.;Ahumada;12990;1 Sur 7;Talca;Maule
18286;AMOXICILINA / ÁCIDO CLAVULANICO 875/125;875/125;14 COMPRIMIDOS RECUBIERTOS;LABORATORIOS MDK S.A.;Ahumada;12590;1 Sur 7;Talca;Maule
18287;VALVITAE;80 mg;28 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Ahumada;14790;1 Sur 7;Talca;Maule
18288;ESC;10 mg;30 COMPRIMIDOS RECUBIERTOS;EUROFARMA CHILE S.A.;Ahumada;11990;1 Sur 7;Talca;Maule
18289;COXDOS;200 mg;10 CÁPSULAS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;12590;1 Sur 7;Talca;Maule
18290;COXDOS;200 mg;30 CÁPSULAS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;31690;1 Sur 7;Talca;Maule
18291;CARDIOLEN;80 mg;20 CÁPSULAS;INSTITUTO SANITAS S.A.;Ahumada;16290;1 Sur 7;Talca;Maule
18292;LODIPRES;25 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;16890;1 Sur 7;Talca;Maule
18293;DIAZEPAM;10 mg;20 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;790;1 Sur 7;Talca;Maule
18294;ENALTEN; 5 mg;30 COMPRIMIDOS;EUROLAB LTDA.;Ahumada;17590;1 Sur 7;Talca;Maule
18295;LOWDEN;20 mg;30 COMPRIMIDOS RECUBIERTOS;EUROLAB LTDA.;Ahumada;26990;1 Sur 7;Talca;Maule
18296;LOWDEN;20 mg;60 COMPRIMIDOS RECUBIERTOS;EUROLAB LTDA.;Ahumada;26990;1 Sur 7;Talca;Maule
18297;LAFIGIN;25 mg;30 COMPRIMIDOS;LABORATORIOS LAFI LTDA.;Ahumada;15460;1 Sur 7;Talca;Maule
18298;LAFIGIN;50 mg;30 COMPRIMIDOS;LABORATORIOS LAFI LTDA.;Ahumada;28290;1 Sur 7;Talca;Maule
18299;DEZARTAL;6 mg;30 COMPRIMIDOS;GRÜNENTHAL CHILENA LTDA.;Ahumada;30290;1 Sur 7;Talca;Maule
18300;FAMOTIDINA;20 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;790;1 Sur 7;Talca;Maule
18301;FAMOTIDINA;40 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;790;1 Sur 7;Talca;Maule
18302;GESIX;200 mg;10 CÁPSULAS;LABORATORIOS SAVAL S.A.;Ahumada;9490;1 Sur 7;Talca;Maule
18303;DEZARTAL;30 mg;20 COMPRIMIDOS;GRÜNENTHAL CHILENA LTDA.;Ahumada;57790;1 Sur 7;Talca;Maule
18304;DANIELE;s/i;28 COMPRIMIDOS RECUBIERTOS;EXELTIS CHILE S.p.A.;Ahumada;11690;1 Sur 7;Talca;Maule
18305;DOSARA;160 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;13490;1 Sur 7;Talca;Maule
18306;LADEE 20;s/i;28 COMPRIMIDOS RECUBIERTOS;EXELTIS CHILE S.p.A.;Ahumada;13990;1 Sur 7;Talca;Maule
18307;TAPSIN PURO;500 mg;24 COMPRIMIDOS;LABORATORIO MAVER S.A.;Ahumada;2290;1 Sur 7;Talca;Maule
18308;PLENITEX;75 mg;30 CÁPSULAS;LABORATORIOS RAFFO S.A.;Ahumada;11790;1 Sur 7;Talca;Maule
18309;PLENITEX;150 mg;30 CÁPSULAS;LABORATORIOS RAFFO S.A.;Ahumada;19990;1 Sur 7;Talca;Maule
18310;AMOXICILINA / ÁCIDO CLAVULANICO 875/125;875/125;14 COMPRIMIDOS RECUBIERTOS;OPKO CHILE S.A.;Ahumada;12590;1 Sur 7;Talca;Maule
18311;OLANVITAE;5 mg;28 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Ahumada;18990;1 Sur 7;Talca;Maule
18312;OMEPRAZOL;20 mg;30 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO;LABORATORIO CHILE S.A.;Ahumada;1290;1 Sur 7;Talca;Maule
18313;OMEPRAZOL;20 mg;60 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO;LABORATORIO CHILE S.A.;Ahumada;3090;1 Sur 7;Talca;Maule
18314;ROSINA CD;s/i;28 COMPRIMIDOS RECUBIERTOS;COMERCIAL GEDEON RICHTER (CHILE) LTDA.;Ahumada;13990;1 Sur 7;Talca;Maule
18315;ROSINA CD;s/i;30 COMPRIMIDOS RECUBIERTOS;COMERCIAL GEDEON RICHTER (CHILE) LTDA.;Ahumada;13990;1 Sur 7;Talca;Maule
18316;LEVEVITAE;1000 mg;30 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Ahumada;31490;1 Sur 7;Talca;Maule
18317;ENALAPRIL MALEATO;10 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;590;1 Sur 7;Talca;Maule
18318;IRTANA H;300/12,5;30 COMPRIMIDOS;EUROFARMA CHILE S.A.;Ahumada;24990;1 Sur 7;Talca;Maule
18319;RISPYL;1 mg;20 COMPRIMIDOS RECUBIERTOS;AXON PHARMA S.p.A.;Ahumada;14890;1 Sur 7;Talca;Maule
18320;LIPOX;10 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;10890;1 Sur 7;Talca;Maule
18321;LIPOX;20 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;20790;1 Sur 7;Talca;Maule
18322;AMOXICILINA / ÁCIDO CLAVULANICO 500/125;500/125;20 COMPRIMIDOS RECUBIERTOS;OPKO CHILE S.A.;Ahumada;7590;1 Sur 7;Talca;Maule
18323;REUMAZINE;200 mg;30 COMPRIMIDOS RECUBIERTOS;INSTITUTO SANITAS S.A.;Ahumada;20990;1 Sur 7;Talca;Maule
18324;MICROSER;24 mg;30 COMPRIMIDOS;GRÜNENTHAL CHILENA LTDA.;Ahumada;41990;1 Sur 7;Talca;Maule
18325;ECTIEN XR;37,5 mg;30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Ahumada;14690;1 Sur 7;Talca;Maule
18326;ECTIEN XR;75 mg;30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Ahumada;20890;1 Sur 7;Talca;Maule
18327;ECTIEN XR;150 mg;30 CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;LABORATORIO CHILE S.A.;Ahumada;38990;1 Sur 7;Talca;Maule
18328;NEURUM;50 mg;30 CÁPSULAS;LABORATORIOS SAVAL S.A.;Ahumada;10930;1 Sur 7;Talca;Maule
18329;ENALAPRIL MALEATO;20 mg;20 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18330;CARVEDILOL;25 mg;30 COMPRIMIDOS;OPKO CHILE S.A.;Ahumada;4990;1 Sur 7;Talca;Maule
18331;CARVEDILOL;12,5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;5490;1 Sur 7;Talca;Maule
18332;NOCTIDEM; 7,5 mg;30 COMPRIMIDOS RECUBIERTOS;INTERPHARMA S.A.;Ahumada;3990;1 Sur 7;Talca;Maule
18333;ATORVASTATINA;20 mg;30 COMPRIMIDOS RECUBIERTOS;OPKO CHILE S.A.;Ahumada;2890;1 Sur 7;Talca;Maule
18334;LEVORIGOTAX; 5 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS PRATER S.A.;Ahumada;6490;1 Sur 7;Talca;Maule
18335;ZIVAL; 5 mg;40 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Ahumada;12490;1 Sur 7;Talca;Maule
18336;GOFYL;200 mg;30 COMPRIMIDOS RECUBIERTOS;AXON PHARMA S.p.A.;Ahumada;54990;1 Sur 7;Talca;Maule
18337;IBUCON;400 mg;20 COMPRIMIDOS RECUBIERTOS;EUROFARMA CHILE S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18338;QUINOBIOT;750 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;16790;1 Sur 7;Talca;Maule
18339;CLARITROMICINA;500 mg;14 COMPRIMIDOS RECUBIERTOS;CHEMOPHARMA S.A.;Ahumada;5190;1 Sur 7;Talca;Maule
18340;CELTIUM;20 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Ahumada;36890;1 Sur 7;Talca;Maule
18341;METFORMINA CLORHIDRATO;850 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;2290;1 Sur 7;Talca;Maule
18342;METFORMINA CLORHIDRATO;850 mg;60 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;4690;1 Sur 7;Talca;Maule
18343;REPOSIL;10 mg;30 COMPRIMIDOS RECUBIERTOS;MEDIPHARM LTDA.;Ahumada;15790;1 Sur 7;Talca;Maule
18344;CLARITROMICINA;500 mg;14 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;5190;1 Sur 7;Talca;Maule
18345;T4 - BAGÓ;150 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Ahumada;9990;1 Sur 7;Talca;Maule
18346;T4 - BAGÓ;50 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Ahumada;6690;1 Sur 7;Talca;Maule
18347;DESPEX; 5 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;4845;1 Sur 7;Talca;Maule
18348;CLONAZEPAM; 0,5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;4390;1 Sur 7;Talca;Maule
18349;CLONAZEPAM; 2 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;4890;1 Sur 7;Talca;Maule
18350;KETOPROFENO;50 mg;20 CÁPSULAS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;1590;1 Sur 7;Talca;Maule
18351;MELIC;15 mg;10 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Ahumada;6890;1 Sur 7;Talca;Maule
18352;TOLEXINE GE;100 mg;15 COMPRIMIDOS;LABORATORIOS D & M PHARMA LTDA.;Ahumada;17790;1 Sur 7;Talca;Maule
18353;AZYMOL;10 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Ahumada;46990;1 Sur 7;Talca;Maule
18354;AZYMOL;15 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Ahumada;71590;1 Sur 7;Talca;Maule
18355;ABACTEN;500 mg;6 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;21990;1 Sur 7;Talca;Maule
18356;SUCEDAL;10 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Ahumada;26290;1 Sur 7;Talca;Maule
18357;BLOCAR;12,5 mg;30 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Ahumada;13490;1 Sur 7;Talca;Maule
18358;T4 - BAGÓ;100 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Ahumada;5490;1 Sur 7;Talca;Maule
18359;T4 - BAGÓ;100 mcg;100 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Ahumada;10590;1 Sur 7;Talca;Maule
18360;GOVAL; 1 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Ahumada;15090;1 Sur 7;Talca;Maule
18361;TERBINAFINA;250 mg;28 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;9390;1 Sur 7;Talca;Maule
18362;METFORMINA CLORHIDRATO;850 mg;30 COMPRIMIDOS RECUBIERTOS;OPKO CHILE S.A.;Ahumada;2290;1 Sur 7;Talca;Maule
18363;METFORMINA CLORHIDRATO;850 mg;60 COMPRIMIDOS RECUBIERTOS;OPKO CHILE S.A.;Ahumada;4690;1 Sur 7;Talca;Maule
18364;NAPROXENO SÓDICO;550 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;2390;1 Sur 7;Talca;Maule
18365;CIBLEX;15 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS LAFI LTDA.;Ahumada;21290;1 Sur 7;Talca;Maule
18366;SOMNIL;10 mg;30 COMPRIMIDOS;TECNOFARMA S.A.;Ahumada;19710;1 Sur 7;Talca;Maule
18367;RUBIFEN;10 mg;30 COMPRIMIDOS;PHARMAVITA S.A.;Ahumada;20490;1 Sur 7;Talca;Maule
18368;DOXICICLINA;100 mg;10 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;2490;1 Sur 7;Talca;Maule
18369;AZITROM;500 mg;3 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;18390;1 Sur 7;Talca;Maule
18370;AZITROM;500 mg;6 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;18390;1 Sur 7;Talca;Maule
18371;FLUOXETINA;20 mg;20 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18372;LORATADINA;10 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18373;PAMAX;20 mg;30 COMPRIMIDOS RECUBIERTOS;INSTITUTO SANITAS S.A.;Ahumada;20290;1 Sur 7;Talca;Maule
18374;PARACETAMOL;500 mg;16 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18375;CLINIUM;20 mg;30 CÁPSULAS;INSTITUTO SANITAS S.A.;Ahumada;5390;1 Sur 7;Talca;Maule
18376;ZOMETIC; 7,5 mg;30 COMPRIMIDOS RECUBIERTOS;CHEMOPHARMA S.A.;Ahumada;6790;1 Sur 7;Talca;Maule
18377;GEMFIBROZILO;600 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;3790;1 Sur 7;Talca;Maule
18378;POSIVYL;20 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;38490;1 Sur 7;Talca;Maule
18379;CIPROFLOXACINO;500 mg;6 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;890;1 Sur 7;Talca;Maule
18380;ATENOLOL;50 mg;20 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;590;1 Sur 7;Talca;Maule
18381;AUSENTRON;25 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;24790;1 Sur 7;Talca;Maule
18382;SIMPERTEN;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;15290;1 Sur 7;Talca;Maule
18383;SOSTAC;20 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;12472;1 Sur 7;Talca;Maule
18384;SOSTAC;20 mg;60 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;13912;1 Sur 7;Talca;Maule
18385;TENARON;15 mg;10 COMPRIMIDOS;PHARMA INVESTI DE CHILE S.A.;Ahumada;13790;1 Sur 7;Talca;Maule
18386;CIPROFLOXACINO;500 mg;6 COMPRIMIDOS RECUBIERTOS;CHEMOPHARMA S.A.;Ahumada;890;1 Sur 7;Talca;Maule
18387;HIPOGLUCIN;850 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;7090;1 Sur 7;Talca;Maule
18388;HIPOGLUCIN;850 mg;60 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;16190;1 Sur 7;Talca;Maule
18389;ALPRAZOLAM; 0,5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18390;CORTIPREX;20 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;6990;1 Sur 7;Talca;Maule
18391;BETAPLEX;6,25 mg;30 COMPRIMIDOS;LABORATORIOS LAFI LTDA.;Ahumada;8990;1 Sur 7;Talca;Maule
18392;SUPRACALM;1 g;20 COMPRIMIDOS;TECNOFARMA S.A.;Ahumada;10690;1 Sur 7;Talca;Maule
18393;QUINOBIOT;500 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;17690;1 Sur 7;Talca;Maule
18394;METOCLOPRAMIDA CLORHIDRATO;10 mg;24 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;1090;1 Sur 7;Talca;Maule
18395;AUXXIL;500 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;21300;1 Sur 7;Talca;Maule
18396;AUXXIL;500 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;21300;1 Sur 7;Talca;Maule
18397;AUXXIL;500 mg;14 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;26790;1 Sur 7;Talca;Maule
18398;DOMPERIDONA;10 mg;20 CÁPSULAS;LABORATORIO CHILE S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18399;GLIBENCLAMIDA; 5 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;390;1 Sur 7;Talca;Maule
18400;GLIBENCLAMIDA; 5 mg;60 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;1090;1 Sur 7;Talca;Maule
18401;ESPIRONOLACTONA;25 mg;20 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;1890;1 Sur 7;Talca;Maule
18402;LORAZEPAM; 2 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;1490;1 Sur 7;Talca;Maule
18403;FLUOXETINA;20 mg;20 COMPRIMIDOS;INSTITUTO SANITAS S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18404;FUROSEMIDA;40 mg;12 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;990;1 Sur 7;Talca;Maule
18405;NORSIC;25 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;25190;1 Sur 7;Talca;Maule
18406;SINCRIS; 5 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;22290;1 Sur 7;Talca;Maule
18407;DOLPIC;200 mg;30 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Ahumada;17590;1 Sur 7;Talca;Maule
18408;DOLPIC;200 mg;50 COMPRIMIDOS;LABORATORIO PASTEUR S.A.;Ahumada;17590;1 Sur 7;Talca;Maule
18409;LANSOPRAZOL;30 mg;30 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO;LABORATORIO CHILE S.A.;Ahumada;4190;1 Sur 7;Talca;Maule
18410;ISKIMIL;75 mg;30 COMPRIMIDOS RECUBIERTOS;PHARMA INVESTI DE CHILE S.A.;Ahumada;26990;1 Sur 7;Talca;Maule
18411;VALVITAE PLUS;160/12,5;28 COMPRIMIDOS RECUBIERTOS;GALENICUM HEALTH CHILE S.p.A.;Ahumada;14890;1 Sur 7;Talca;Maule
18412;VENLAVITAE;75 mg;30 CÁPSULAS CON COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;GALENICUM HEALTH CHILE S.p.A.;Ahumada;16990;1 Sur 7;Talca;Maule
18413;VENLAVITAE;150 mg;30 CÁPSULAS CON COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA;GALENICUM HEALTH CHILE S.p.A.;Ahumada;25990;1 Sur 7;Talca;Maule
18414;QUETIUM;100 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Ahumada;22790;1 Sur 7;Talca;Maule
18415;BIOMOOD;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Ahumada;26790;1 Sur 7;Talca;Maule
18416;SERTRALINA;100 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;6390;1 Sur 7;Talca;Maule
18417;ENALAPRIL MALEATO;20 mg;20 COMPRIMIDOS;OPKO CHILE S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18418;ARGIUM;200 mg;10 CÁPSULAS;LABORATORIO CHILE S.A.;Ahumada;9990;1 Sur 7;Talca;Maule
18419;ARGIUM;200 mg;30 CÁPSULAS;LABORATORIO CHILE S.A.;Ahumada;22990;1 Sur 7;Talca;Maule
18420;LOSARTÁN POTÁSICO;50 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;2390;1 Sur 7;Talca;Maule
18421;LANSOPRAZOL;30 mg;30 CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO ENTÉRICO;OPKO CHILE S.A.;Ahumada;4190;1 Sur 7;Talca;Maule
18422;AZIMIT;500 mg;6 COMPRIMIDOS RECUBIERTOS;INTERPHARMA S.A.;Ahumada;9790;1 Sur 7;Talca;Maule
18423;DEATEN;80 mg;15 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;42890;1 Sur 7;Talca;Maule
18424;T4 - BAGÓ;75 mcg;50 COMPRIMIDOS;LABORATORIO BAGÓ DE CHILE S.A.;Ahumada;7190;1 Sur 7;Talca;Maule
18425;IBUPROFENO;400 mg;20 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;1290;1 Sur 7;Talca;Maule
18426;EUROGREL;75 mg;35 COMPRIMIDOS RECUBIERTOS;EUROLAB LTDA.;Ahumada;31990;1 Sur 7;Talca;Maule
18427;MIGTAL; 2,5 mg;2 COMPRIMIDOS RECUBIERTOS;LABORATORIOS SAVAL S.A.;Ahumada;6290;1 Sur 7;Talca;Maule
18428;ESCITALOPRAM;10 mg;30 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;9790;1 Sur 7;Talca;Maule
18429;LORATADINA;10 mg;30 COMPRIMIDOS;OPKO CHILE S.A.;Ahumada;1190;1 Sur 7;Talca;Maule
18430;PREGALEX;75 mg;30 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;19290;1 Sur 7;Talca;Maule
18431;PREGALEX;150 mg;30 COMPRIMIDOS;LABORATORIOS ANDRÓMACO S.A.;Ahumada;34490;1 Sur 7;Talca;Maule
18432;AUXXIL;750 mg;7 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;21990;1 Sur 7;Talca;Maule
18433;AUXXIL;750 mg;10 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;19390;1 Sur 7;Talca;Maule
18434;CORDIAX 80;80 mg;30 COMPRIMIDOS;LABORATORIOS RECALCINE S.A.;Ahumada;25390;1 Sur 7;Talca;Maule
18435;IBUCON;600 mg;20 COMPRIMIDOS RECUBIERTOS;EUROFARMA CHILE S.A.;Ahumada;2390;1 Sur 7;Talca;Maule
18436;EMERGEN;100 mg;30 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;29432;1 Sur 7;Talca;Maule
18437;IBUPROFENO;600 mg;20 COMPRIMIDOS;LABORATORIO CHILE S.A.;Ahumada;1590;1 Sur 7;Talca;Maule
18438;CICLOBENZAPRINA CLORHIDRATO;10 mg;20 COMPRIMIDOS RECUBIERTOS;LABORATORIO CHILE S.A.;Ahumada;2090;1 Sur 7;Talca;Maule
18439;TAXUS;20 mg;30 COMPRIMIDOS;TECNOFARMA S.A.;Ahumada;8490;1 Sur 7;Talca;Maule
